nome;período;homicidios-negros;homicidios-mulheres;homicidios-nao-negros;homicidios-de-jovens;homicidios-homens;homicidios-homens-nao-negros;homicidios-de-jovens-homens;homicidios-de-homens-por-armas-de-fogo;homicidio-de-jovens-por-armas-de-fogo;homicidios-mulheres-negras;homicidios;homicidios-de-jovens-mulheres;homicidios-mulheres-nao-negras;homicidios-homens-negros;homicidios-de-mulheres-por-armas-de-fogo;homicidios-por-armas-de-fogo
SP;2016;2219.0;507.0;2586.0;2017.0;4358.0;2284.0;1860;713.0;1334.0;200.0;4870.0;157;302.0;2017.0;156.0;2720
TO;2016;456.0;45.0;97.0;281.0;532.0;87.0;263;485.0;182.0;30.0;577.0;18;10.0;426.0;14.0;312
AC;2017;428.0;34.0;77.0;297.0;481.0;68.0;281;366.0;236.0;24.0;516.0;16;9.0;404.0;17.0;384
AL;2017;1740.0;111.0;30.0;1134.0;1702.0;29.0;1091;924.0;993.0;104.0;1813.0;43;1.0;1636.0;77.0;1526
AM;2017;1516.0;115.0;146.0;943.0;1559.0;130.0;897;3157.0;605.0;98.0;1674.0;46;16.0;1418.0;51.0;975
AP;2017;351.0;27.0;24.0;236.0;356.0;22.0;224;89.0;112.0;23.0;383.0;12;2.0;328.0;9.0;177
BA;2017;6798.0;487.0;484.0;4522.0;6986.0;428.0;4313;168.0;3444.0;417.0;7487.0;208;55.0;6377.0;286.0;5427
CE;2017;4905.0;374.0;323.0;3348.0;5059.0;291.0;3146;299.0;3030.0;325.0;5433.0;202;32.0;4580.0;282.0;4698
DF;2017;486.0;46.0;121.0;325.0;564.0;109.0;308;1425.0;256.0;34.0;610.0;17;12.0;452.0;25.0;401
ES;2017;1214.0;151.0;187.0;848.0;1369.0;161.0;789;351.0;771.0;116.0;1521.0;59;26.0;1098.0;89.0;1227
GO;2017;2284.0;256.0;561.0;1601.0;2638.0;501.0;1491;4416.0;1286.0;190.0;2901.0;110;59.0;2094.0;129.0;2057
MA;2017;1968.0;127.0;181.0;1112.0;2051.0;169.0;1063;1804.0;822.0;113.0;2180.0;49;12.0;1855.0;56.0;1483
MG;2017;3146.0;388.0;1096.0;2217.0;3911.0;974.0;2088;1449.0;1814.0;261.0;4299.0;129;122.0;2885.0;146.0;3067
MS;2017;418.0;61.0;237.0;275.0;597.0;209.0;250;4287.0;158.0;33.0;659.0;25;28.0;385.0;21.0;327
MT;2017;850.0;92.0;244.0;463.0;1010.0;222.0;432;1003.0;332.0;70.0;1102.0;31;22.0;780.0;40.0;669
PA;2017;4144.0;311.0;329.0;2451.0;4255.0;308.0;2322;1049.0;1939.0;286.0;4575.0;129;21.0;3858.0;202.0;3362
PB;2017;1227.0;88.0;96.0;709.0;1253.0;85.0;668;5136.0;591.0;76.0;1341.0;41;11.0;1151.0;51.0;1054
PE;2017;4720.0;310.0;630.0;3167.0;5104.0;580.0;3029;1137.0;2756.0;257.0;5419.0;136;50.0;4462.0;189.0;4478
PI;2017;549.0;52.0;55.0;313.0;573.0;46.0;293;4174.0;220.0;39.0;626.0;20;9.0;509.0;25.0;376
PR;2017;680.0;247.0;2045.0;1361.0;2511.0;1838.0;1263;2921.0;1021.0;33.0;2759.0;98;207.0;647.0;110.0;1832
RJ;2017;4650.0;401.0;1634.0;3576.0;5956.0;1497.0;3439;2354.0;2560.0;260.0;6416.0;137;136.0;4378.0;219.0;4411
RN;2017;1928.0;148.0;195.0;1366.0;2054.0;178.0;1279;1722.0;1250.0;129.0;2203.0;87;17.0;1798.0;122.0;1927
RO;2017;397.0;62.0;145.0;228.0;491.0;123.0;206;342.0;179.0;40.0;554.0;22;22.0;357.0;30.0;373
RR;2017;185.0;27.0;61.0;100.0;221.0;50.0;87;2403.0;44.0;16.0;248.0;13;11.0;169.0;4.0;93
RS;2017;833.0;302.0;2449.0;1639.0;3014.0;2211.0;1525;618.0;1405.0;61.0;3316.0;114;238.0;772.0;188.0;2591
SC;2017;270.0;109.0;787.0;527.0;957.0;701.0;480;305.0;360.0;23.0;1066.0;47;86.0;247.0;35.0;653
SE;2017;1232.0;77.0;79.0;767.0;1236.0;67.0;728;1924.0;690.0;64.0;1313.0;39;12.0;1168.0;57.0;1106
SP;2017;2168.0;495.0;2415.0;1955.0;4134.0;2094.0;1798;629.0;1233.0;166.0;4631.0;157;321.0;2002.0;163.0;2518
TO;2017;437.0;38.0;103.0;303.0;517.0;96.0;282;376.0;195.0;30.0;557.0;21;7.0;407.0;18.0;318
AC;2018;350.0;35.0;49.0;235.0;374.0;43.0;222;289.0;189.0;28.0;409.0;13;6.0;322.0;22.0;311
AL;2018;1175.0;67.0;25.0;843.0;1374.0;22.0;818;910.0;727.0;55.0;1441.0;25;3.0;1120.0;44.0;1179
AM;2018;1410.0;127.0;121.0;859.0;1415.0;106.0;795;3231.0;599.0;110.0;1542.0;64;15.0;1300.0;51.0;961
AP;2018;389.0;15.0;26.0;279.0;411.0;24.0;273;171.0;162.0;12.0;426.0;6;2.0;377.0;9.0;241
BA;2018;6089.0;427.0;430.0;4141.0;6351.0;386.0;3956;232.0;3163.0;369.0;6787.0;185;44.0;5717.0;257.0;4977
CE;2018;4477.0;475.0;388.0;2812.0;4425.0;341.0;2561;302.0;2532.0;426.0;4900.0;251;47.0;4051.0;379.0;4204
DF;2018;408.0;55.0;115.0;271.0;473.0;97.0;257;1233.0;210.0;35.0;530.0;13;18.0;372.0;20.0;329
ES;2018;964.0;100.0;131.0;618.0;1063.0;111.0;577;358.0;548.0;76.0;1165.0;41;20.0;887.0;55.0;891
GO;2018;2086.0;220.0;545.0;1442.0;2448.0;482.0;1354;3825.0;1168.0;154.0;2675.0;88;63.0;1929.0;117.0;1860
MA;2018;1767.0;122.0;181.0;976.0;1856.0;170.0;935;1561.0;698.0;109.0;1982.0;41;11.0;1656.0;50.0;1284
MG;2018;2506.0;349.0;833.0;1626.0;3022.0;728.0;1497;1135.0;1303.0;241.0;3372.0;129;105.0;2265.0;137.0;2237
MS;2018;358.0;66.0;210.0;239.0;506.0;182.0;214;3227.0;119.0;38.0;572.0;25;28.0;320.0;21.0;243
MT;2018;766.0;88.0;209.0;425.0;901.0;193.0;395;949.0;295.0;71.0;989.0;30;16.0;695.0;31.0;566
PA;2018;4113.0;323.0;301.0;2418.0;4185.0;269.0;2285;934.0;2004.0;282.0;4528.0;132;32.0;3827.0;197.0;3439
PB;2018;1156.0;82.0;65.0;652.0;1161.0;55.0;618;4714.0;557.0;71.0;1244.0;34;10.0;1085.0;56.0;1006
PE;2018;3578.0;240.0;555.0;2269.0;3942.0;509.0;2168;836.0;1979.0;189.0;4190.0;101;46.0;3387.0;137.0;3369
PI;2018;531.0;52.0;46.0;310.0;565.0;41.0;289;4056.0;213.0;43.0;619.0;21;5.0;488.0;14.0;373
PR;2018;670.0;211.0;1747.0;1155.0;2232.0;1601.0;1079;2100.0;813.0;63.0;2443.0;76;146.0;607.0;89.0;1520
RJ;2018;4705.0;380.0;1619.0;3724.0;6013.0;1488.0;3574;1891.0;2513.0;242.0;6455.0;150;130.0;4448.0;198.0;4261
RN;2018;1594.0;102.0;207.0;1067.0;1723.0;193.0;1024;1431.0;1007.0;85.0;1825.0;43;14.0;1509.0;78.0;1639
RO;2018;351.0;42.0;118.0;184.0;432.0;103.0;168;279.0;138.0;28.0;476.0;16;14.0;323.0;20.0;300
RR;2018;308.0;53.0;103.0;224.0;360.0;76.0;207;1927.0;124.0;26.0;414.0;17;26.0;282.0;9.0;181
RS;2018;673.0;256.0;1987.0;1291.0;2441.0;1786.0;1189;411.0;1094.0;54.0;2699.0;102;201.0;619.0;147.0;2075
SC;2018;174.0;91.0;665.0;393.0;751.0;591.0;356;222.0;249.0;17.0;843.0;37;74.0;157.0;32.0;444
SE;2018;1079.0;40.0;54.0;663.0;1093.0;48.0;653;1741.0;603.0;34.0;1133.0;10;6.0;1045.0;25.0;959
SP;2018;1747.0;454.0;1909.0;1461.0;3269.0;1642.0;1322;535.0;959.0;176.0;3727.0;139;267.0;1571.0;116.0;2009
TO;2018;466.0;47.0;90.0;296.0;520.0;81.0;278;308.0;191.0;36.0;570.0;18;9.0;430.0;19.0;321
AC;2019;277.0;32.0;35.0;174.0;290.0;30.0;163;205.0;123.0;25.0;325.0;11;5.0;252.0;17.0;222
AL;2019;1082.0;90.0;9.0;620.0;1025.0;9.0;581;930.0;507.0;89.0;1115.0;39;0.0;993.0;47.0;833
AM;2019;1377.0;118.0;197.0;917.0;1472.0;172.0;861;2200.0;628.0;93.0;1592.0;56;25.0;1284.0;49.0;981
AP;2019;347.0;19.0;9.0;251.0;342.0;8.0;242;77.0;167.0;17.0;361.0;9;1.0;330.0;10.0;228
BA;2019;5622.0;396.0;333.0;3599.0;5717.0;303.0;3416;218.0;2880.0;358.0;6118.0;183;30.0;5264.0;250.0;4596
CE;2019;2235.0;221.0;170.0;1285.0;2196.0;149.0;1179;234.0;1108.0;199.0;2417.0;106;21.0;2036.0;159.0;1900
DF;2019;375.0;55.0;101.0;244.0;425.0;83.0;226;1028.0;169.0;36.0;480.0;18;18.0;339.0;20.0;257
ES;2019;875.0;97.0;103.0;569.0;946.0;90.0;538;331.0;501.0;73.0;1043.0;31;13.0;802.0;42.0;781
GO;2019;1742.0;161.0;465.0;1188.0;2089.0;422.0;1131;1741.0;881.0;115.0;2253.0;57;43.0;1627.0;67.0;1457
MA;2019;1498.0;114.0;186.0;801.0;1584.0;165.0;753;1106.0;567.0;93.0;1704.0;47;19.0;1402.0;44.0;1074
MG;2019;2145.0;295.0;734.0;1349.0;2598.0;648.0;1252;786.0;1083.0;207.0;2893.0;97;86.0;1938.0;120.0;1878
MS;2019;306.0;61.0;181.0;191.0;430.0;146.0;174;2584.0;98.0;26.0;491.0;17;35.0;280.0;14.0;216
MT;2019;696.0;84.0;185.0;366.0;808.0;157.0;336;682.0;247.0;56.0;895.0;30;27.0;639.0;33.0;490
PA;2019;3093.0;232.0;222.0;1791.0;3155.0;201.0;1690;743.0;1359.0;204.0;3405.0;100;21.0;2887.0;135.0;2342
PB;2019;853.0;72.0;56.0;441.0;880.0;45.0;420;4343.0;371.0;53.0;953.0;21;11.0;800.0;39.0;722
PE;2019;2908.0;204.0;522.0;1882.0;3265.0;477.0;1791;739.0;1597.0;158.0;3474.0;91;45.0;2749.0;127.0;2713
PI;2019;489.0;47.0;54.0;243.0;520.0;43.0;226;2210.0;183.0;35.0;569.0;17;11.0;454.0;17.0;350
PR;2019;599.0;204.0;1477.0;960.0;1891.0;1332.0;892;1758.0;592.0;57.0;2095.0;68;145.0;542.0;86.0;1190
RJ;2019;2568.0;217.0;937.0;2013.0;3316.0;851.0;1936;1624.0;1381.0;131.0;3552.0;77;86.0;2435.0;107.0;2321
RN;2019;1194.0;98.0;127.0;760.0;1248.0;116.0;719;1104.0;700.0;84.0;1346.0;41;11.0;1110.0;75.0;1181
RO;2019;327.0;43.0;114.0;154.0;401.0;103.0;140;250.0;102.0;31.0;447.0;14;11.0;295.0;13.0;264
RR;2019;167.0;33.0;62.0;99.0;201.0;48.0;88;1468.0;46.0;19.0;234.0;11;14.0;148.0;6.0;83
RS;2019;515.0;236.0;1623.0;996.0;1946.0;1446.0;909;335.0;823.0;52.0;2184.0;87;177.0;463.0;132.0;1602
SC;2019;189.0;114.0;574.0;338.0;653.0;488.0;292;202.0;203.0;26.0;767.0;46;86.0;163.0;46.0;381
SE;2019;934.0;53.0;39.0;556.0;920.0;36.0;537;1390.0;477.0;50.0;973.0;19;3.0;884.0;28.0;771
SP;2019;1684.0;405.0;1626.0;1316.0;2954.0;1377.0;1194;457.0;854.0;149.0;3361.0;122;249.0;1535.0;118.0;1742
TO;2019;369.0;36.0;76.0;224.0;420.0;73.0;211;237.0;150.0;32.0;456.0;13;3.0;337.0;16.0;250
AC;2020;253.0;27.0;38.0;164.0;273.0;32.0;149;211.0;134.0;21.0;304.0;15;6.0;232.0;16.0;228
AL;2020;1253.0;89.0;10.0;760.0;1203.0;10.0;721;743.0;546.0;88.0;1292.0;39;0.0;1165.0;42.0;869
AM;2020;1159.0;85.0;143.0;725.0;1241.0;125.0;680;1782.0;485.0;66.0;1326.0;45;18.0;1093.0;39.0;782
AP;2020;366.0;22.0;18.0;244.0;365.0;17.0;234;95.0;147.0;21.0;387.0;10;1.0;345.0;12.0;222
BA;2020;6511.0;444.0;403.0;4250.0;6627.0;360.0;4032;210.0;3200.0;387.0;7076.0;218;43.0;6124.0;279.0;5088
CE;2020;3752.0;319.0;222.0;2344.0;3672.0;201.0;2189;262.0;2123.0;295.0;3992.0;155;21.0;3457.0;253.0;3443
DF;2020;326.0;35.0;122.0;219.0;418.0;107.0;207;1379.0;144.0;20.0;453.0;12;15.0;306.0;16.0;248
ES;2020;943.0;101.0;139.0;668.0;1122.0;122.0;618;411.0;578.0;78.0;1229.0;50;16.0;865.0;58.0;930
GO;2020;1687.0;134.0;440.0;1190.0;2040.0;404.0;1135;3189.0;876.0;93.0;2177.0;55;36.0;1594.0;54.0;1391
MA;2020;1860.0;140.0;217.0;1013.0;1961.0;201.0;960;1157.0;786.0;123.0;2103.0;53;16.0;1736.0;67.0;1447
MG;2020;1955.0;270.0;762.0;1287.0;2473.0;660.0;1201;827.0;980.0;166.0;2743.0;86;102.0;1789.0;99.0;1702
MS;2020;316.0;71.0;173.0;177.0;420.0;141.0;151;2943.0;90.0;38.0;491.0;26;32.0;278.0;25.0;207
MT;2020;770.0;105.0;207.0;430.0;878.0;182.0;395;863.0;309.0;79.0;987.0;35;25.0;689.0;40.0;584
PA;2020;2547.0;193.0;199.0;1454.0;2605.0;176.0;1369;795.0;1101.0;166.0;2809.0;84;23.0;2381.0;99.0;1886
PB;2020;1004.0;94.0;83.0;527.0;1047.0;67.0;487;4808.0;457.0;75.0;1141.0;40;16.0;929.0;56.0;919
PE;2020;3221.0;223.0;537.0;2059.0;3558.0;497.0;1957;869.0;1795.0;181.0;3786.0;101;40.0;3040.0;134.0;3079
PI;2020;562.0;54.0;76.0;333.0;615.0;66.0;312;2606.0;254.0;41.0;674.0;21;10.0;521.0;23.0;437
PR;2020;744.0;197.0;1517.0;1062.0;2083.0;1372.0;985;1603.0;706.0;52.0;2281.0;77;145.0;692.0;93.0;1411
RJ;2020;3606.0;285.0;1145.0;2554.0;4483.0;1056.0;2449;1677.0;1553.0;196.0;4831.0;104;85.0;3387.0;123.0;2740
RN;2020;1236.0;81.0;123.0;797.0;1324.0;110.0;758;1318.0;724.0;66.0;1406.0;39;13.0;1169.0;65.0;1222
RO;2020;350.0;54.0;101.0;141.0;402.0;89.0;126;239.0;94.0;39.0;456.0;15;12.0;311.0;17.0;256
RR;2020;166.0;35.0;68.0;102.0;199.0;48.0;92;1420.0;56.0;15.0;237.0;10;18.0;150.0;7.0;102
RS;2020;523.0;214.0;1541.0;932.0;1876.0;1377.0;859;341.0;768.0;49.0;2094.0;73;162.0;474.0;122.0;1545
SC;2020;186.0;86.0;539.0;316.0;646.0;472.0;285;182.0;190.0;18.0;732.0;31;67.0;168.0;31.0;372
SE;2020;928.0;43.0;50.0;562.0;938.0;44.0;544;1337.0;511.0;37.0;981.0;18;6.0;891.0;26.0;821
SP;2020;1651.0;397.0;1701.0;1258.0;2998.0;1453.0;1131;544.0;822.0;146.0;3396.0;127;248.0;1505.0;108.0;1785
TO;2020;399.0;35.0;76.0;246.0;448.0;70.0;231;232.0;164.0;29.0;484.0;15;6.0;370.0;16.0;278
AC;2021;184.0;28.0;20.0;94.0;176.0;18.0;84;112.0;67.0;26.0;205.0;10;2.0;158.0;6.0;118
AL;2021;1044.0;65.0;12.0;628.0;1005.0;12.0;604;1198.0;474.0;65.0;1070.0;24;0.0;979.0;29.0;736
AM;2021;1616.0;135.0;161.0;1051.0;1679.0;137.0;991;1833.0;813.0;111.0;1816.0;60;24.0;1505.0;73.0;1272
AP;2021;446.0;19.0;10.0;313.0;443.0;10.0;305;98.0;217.0;18.0;462.0;8;0.0;428.0;11.0;314
BA;2021;6703.0;463.0;402.0;4284.0;6740.0;351.0;4081;303.0;3267.0;401.0;7206.0;203;51.0;6302.0;292.0;5294
CE;2021;3205.0;336.0;251.0;1949.0;3135.0;215.0;1779;239.0;1768.0;299.0;3471.0;170;36.0;2906.0;264.0;2973
DF;2021;304.0;46.0;87.0;168.0;355.0;69.0;160;1376.0;112.0;27.0;401.0;8;18.0;277.0;15.0;193
ES;2021;963.0;125.0;151.0;567.0;1127.0;126.0;536;519.0;496.0;88.0;1253.0;30;25.0;874.0;62.0;892
GO;2021;1401.0;145.0;380.0;909.0;1664.0;333.0;860;2709.0;604.0;95.0;1812.0;48;47.0;1304.0;51.0;1012
MA;2021;1754.0;131.0;215.0;943.0;1868.0;197.0;896;975.0;736.0;110.0;1999.0;47;18.0;1644.0;71.0;1447
MG;2021;1847.0;249.0;699.0;1125.0;2327.0;611.0;1051;707.0;858.0;159.0;2577.0;74;88.0;1688.0;86.0;1594
MS;2021;388.0;66.0;160.0;208.0;484.0;135.0;193;2646.0;124.0;42.0;551.0;15;24.0;346.0;35.0;273
MT;2021;672.0;81.0;210.0;373.0;806.0;191.0;348;887.0;261.0;62.0;888.0;25;19.0;610.0;30.0;529
PA;2021;2611.0;208.0;169.0;1453.0;2627.0;152.0;1366;641.0;1106.0;185.0;2847.0;87;17.0;2425.0;100.0;1939
PB;2021;990.0;83.0;91.0;554.0;1061.0;76.0;522;5001.0;491.0;63.0;1144.0;32;15.0;927.0;43.0;930
PE;2021;2836.0;245.0;561.0;1752.0;3191.0;515.0;1644;829.0;1539.0;195.0;3439.0;107;45.0;2641.0;153.0;2801
PI;2021;664.0;68.0;79.0;371.0;695.0;66.0;343;2881.0;312.0;53.0;766.0;28;13.0;611.0;38.0;558
PR;2021;921.0;197.0;1408.0;1131.0;2149.0;1286.0;1048;1508.0;730.0;73.0;2348.0;83;122.0;848.0;82.0;1373
RJ;2021;3500.0;284.0;1144.0;2622.0;4381.0;1038.0;2527;1556.0;1726.0;179.0;4693.0;95;105.0;3312.0;112.0;2999
RN;2021;1055.0;70.0;106.0;600.0;1109.0;96.0;572;1290.0;545.0;59.0;1179.0;28;10.0;996.0;48.0;1023
RO;2021;395.0;54.0;135.0;206.0;482.0;117.0;190;320.0;154.0;36.0;536.0;16;18.0;359.0;27.0;347
RR;2021;193.0;20.0;64.0;116.0;238.0;56.0;105;1260.0;58.0;12.0;258.0;11;8.0;181.0;7.0;105
RS;2021;456.0;230.0;1406.0;771.0;1656.0;1223.0;703;342.0;639.0;45.0;1889.0;68;182.0;411.0;118.0;1379
SC;2021;172.0;92.0;530.0;290.0;620.0;451.0;265;238.0;180.0;11.0;712.0;25;79.0;161.0;33.0;375
SE;2021;742.0;37.0;47.0;435.0;751.0;44.0;420;960.0;394.0;34.0;790.0;14;3.0;707.0;21.0;662
SP;2021;1505.0;342.0;1537.0;1093.0;2742.0;1328.0;1007;498.0;741.0;131.0;3094.0;86;209.0;1373.0;92.0;1648
TO;2021;355.0;39.0;70.0;211.0;401.0;57.0;199;178.0;135.0;22.0;441.0;12;13.0;333.0;14.0;253
